"country","countryCode","date","filterByRating","isVerified","position","product/listPrice","product/listPrice/currency","product/listPrice/value","product/price","product/price/currency","product/price/value","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant"
"Italy",,"2023-11-12","fiveStar","true","9",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto",,,,,,,,,"","Elimina odori profumando","https://www.amazon.it/gp/customer-reviews/RD2N9PMWH9FZ4?ASIN=B08KS6HCXK","Reviewed in Italy on 12 November 2023","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-10-31","fiveStar","true","10",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottima qualità e profumo,X me eccezionale",,,,,,,,,"","Ottimo prodotto","https://www.amazon.it/gp/customer-reviews/R64Q54IX7LFOT?ASIN=B08KS6HCXK","Reviewed in Italy on 31 October 2023","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-07-05","fiveStar","true","61",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R2RPRO4LVM7HZT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 5 July 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-06-05","fiveStar","true","62",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Utilizzato per lo sporco più difficile, ha rimosso tutto",,,,,,,,,"","Sgrassatore efficace","https://www.amazon.it/gp/customer-reviews/R1QFE04HH3G5I2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 5 June 2023","695","120","Style Name: Universal with vinegar and bicarbonate"
"Italy",,"2023-03-14","fiveStar","true","63",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","PULISCE BENE E HA UN PROFUMO GRADEVOLE LO USO ANCHE SUI FORNELLI E DEVO DIRE CHE BASTA UNA SPUGNA E TOGLIE IL TUTTO SENZA STROFINARE IO LO SPRUZZO LO  LASCIO AGIRE PER QUALCHE MINUTO E POI SCIACCUO  LO CONSIGLIO",,,,,,,,,"","CIF SPRAY","https://www.amazon.it/gp/customer-reviews/R27O9GKH8KARH3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 14 March 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-06-17","fiveStar","true","64",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","","https://m.media-amazon.com/images/I/515HLgAdpSL._SY88.jpg",,,,,,,,"","Detersivo superfici","https://www.amazon.it/gp/customer-reviews/R3DNZ38TX13KHP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 17 June 2023","695","120","Style Name: Lemon Bleach Spray"
"Italy",,"2023-05-23","fiveStar","true","65",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Il buon prodotto soddisfa tutto quanto indicato dal venditore.",,,,,,,,,"One person found this helpful","meravigliosa","https://www.amazon.it/gp/customer-reviews/R1T1QYKVK1W4AG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 23 May 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-03-09","fiveStar","true","66",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Il prodotto è molto buono. Devo aggiungere che ho avuto un problema è ho chiamato amazon e sono stati gentili e hanno risolto il piccolo disguido. Operatori AMAZON siete SUPER ottimo personaleGrazie",,,,,,,,,"","Ottimo prodotto","https://www.amazon.it/gp/customer-reviews/R3VRQHHQ5ZI2Q9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 9 March 2023","695","120","Style Name: Jasmine Perfume Bath"
"Italy",,"2023-05-19","fiveStar","true","67",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo , lascia un profumo di pulito impeccabile.",,,,,,,,,"","Buono","https://www.amazon.it/gp/customer-reviews/R23R2571M1PTKZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 19 May 2023","695","120","Style Name: Lavender Bleach Spray"
"Italy",,"2023-05-11","fiveStar","true","68",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto e prezzo ottimo. Nel bagno è eccezionale",,,,,,,,,"","Conveniente","https://www.amazon.it/gp/customer-reviews/R23W8Y3WRYDALM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 11 May 2023","695","120","Style Name: Universal with vinegar and bicarbonate"
"Italy",,"2023-05-15","fiveStar","true","69",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo profumi e azione sgrassante...buon rapporto qualità prezzo",,,,,,,,,"","Buon profumo","https://www.amazon.it/gp/customer-reviews/R25N4NQ0482TX7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 15 May 2023","695","120","Style Name: Kitchen Degreaser"
"Italy",,"2023-03-24","fiveStar","true","70",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=7&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Una passata e rimuove quell’unto tenace sopra la cappa della cucina per esempio , ottimo profumo , prodotto senza risciacquo",,,,,,,,,"2 people found this helpful","Ottimo","https://www.amazon.it/gp/customer-reviews/R34BBA6AV3U82/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 24 March 2023","695","120","Style Name: Universal with vinegar and bicarbonate"
"Italy",,"2022-08-23","fiveStar","true","31",,,,,,,"B079ZYD5Y4","5","https://www.amazon.com/product-reviews/B079ZYD5Y4?reviewerType=all_reviews&pageNumber=4&asin=B079ZYD5Y4&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Lo uso da tanto anni, ottimo",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R361REBLBKH5Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B079ZYD5Y4","Reviewed in Italy on 23 August 2022","161","32",""
"Germany",,"2023-08-11","fiveStar","true","32",,,,,,,"B079ZYD5Y4","5","https://www.amazon.com/product-reviews/B079ZYD5Y4?reviewerType=all_reviews&pageNumber=4&asin=B079ZYD5Y4&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Toller Kalkentferner,hält was er verspricht. Schnelle Lieferung 👍 und angenehmer Duft 👍Wäre toll wenn es auch 5ltr. Kanister gäbe, das wäre perfekt.Auf jeden Fall wieder 👍 empfehlenswert.",,,,,,,,,"","Genialer Kalkentferner 👍",,"Reviewed in Germany on 11 August 2023","161","32",""
"Italy",,"2023-01-17","fiveStar","true","71",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto per eliminare gli odori",,,,,,,,,"","Buon profumo","https://www.amazon.it/gp/customer-reviews/R1L4R9YW9FLAYK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 17 January 2023","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-12-23","fiveStar","true","72",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Molto buono il profumo e comodo da usare",,,,,,,,,"","È uno spray piccolo","https://www.amazon.it/gp/customer-reviews/R3SD8JVPSJQBOK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 23 December 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-04-23","fiveStar","true","73",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Lo uso per pulire la lettiera del mio gatto e per pulire il cestino della pattumiera e sicuramente elimina gli odori e mi trovo bene come prodotto, l’unica pecca è che mi sembra un po’ caro. Però lo consiglio perché veramente elimina qualsiasi tipo di odore.",,,,,,,,,"","Elimina odori","https://www.amazon.it/gp/customer-reviews/RCQU7394VB7MI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 23 April 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-01-08","fiveStar","true","74",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Prodotto buono molto profumato",,,,,,,,,"","Spari multiuso","https://www.amazon.it/gp/customer-reviews/R24QLY4D2JA70P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 8 January 2023","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-12-12","fiveStar","true","75",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Il prodotto è ottimo e anche nel prezzo!!",,,,,,,,,"","Super Quasar!","https://www.amazon.it/gp/customer-reviews/RN7ZUR6KPBY6J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 12 December 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-04","fiveStar","true","76",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto adoro il suo profumo ,durevole lo riacquistero sicuramente .",,,,,,,,,"","Formidabile","https://www.amazon.it/gp/customer-reviews/R3DEV82J8X61YI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 4 November 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-10-28","fiveStar","true","77",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Profumazione super.Ottimo per spolverare , profuma tutta la casa .Consigliato.",,,,,,,,,"","ottimo prodotto","https://www.amazon.it/gp/customer-reviews/R1QVOEVUR57IMX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 28 October 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-01-11","fiveStar","true","78",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto",,,,,,,,,"","Prodotto eccezionale","https://www.amazon.it/gp/customer-reviews/R2XGZUA2NES43S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 11 January 2023","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-01-22","fiveStar","true","79",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Molto profumato",,,,,,,,,"","Molto profumato","https://www.amazon.it/gp/customer-reviews/R1KB6VDF0AQTRD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 22 January 2023","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-22","fiveStar","true","80",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=8&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Lascia un profumo piacevole nell’ambiente e sulle superfici",,,,,,,,,"","Fantastico","https://www.amazon.it/gp/customer-reviews/RAHWX8SVPCRYM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 22 November 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-12-02","fiveStar","true","91",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Veramente imbattibile",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/RY4L62MKYJFD4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 2 December 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-09","fiveStar","true","92",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Profumoqualità-prezzo",,,,,,,,,"","profumo","https://www.amazon.it/gp/customer-reviews/R391Y7DFKU96H4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 9 November 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-08-13","fiveStar","true","93",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Oltre ad essere un profumatore elimina odori e’ anche un pulitore superfici igenizzante peccato solo il prezzo 7€ per 500ml un po’ caro.",,,,,,,,,"2 people found this helpful","Non solo un profumatore","https://www.amazon.it/gp/customer-reviews/R3IB2A25YHPWZ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 13 August 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-14","fiveStar","true","94",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo profumo per casa",,,,,,,,,"","Deo per casa","https://www.amazon.it/gp/customer-reviews/RR60XBD67WOI6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 14 November 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-04","fiveStar","true","95",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Fantastico!!!",,,,,,,,,"","Fantastico!!!","https://www.amazon.it/gp/customer-reviews/R38R5KSXV6AQ3F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 4 November 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-29","fiveStar","true","96",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R1TGM5HF8RD3S2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 29 November 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-01","fiveStar","true","97",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto qualità prezzo",,,,,,,,,"","Deodorante","https://www.amazon.it/gp/customer-reviews/R2KJI1MU72T58Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 1 November 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-10-30","fiveStar","true","98",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Davvero buono. Gradevole , profumatissimo.",,,,,,,,,"","Profumatissimo","https://www.amazon.it/gp/customer-reviews/RRZ7MCQQLHFX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 30 October 2022","514","128","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-06-23","fiveStar","true","99",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Io lo utilizzo per spolverare mobili in legno, fantastico. Emana un buon odore di pulito. Super consigliato.",,,,,,,,,"","Fantastico!","https://www.amazon.it/gp/customer-reviews/R2QMGJ2Z1S2GCO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 23 June 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-09-15","fiveStar","true","100",,,,,,,"B08KS6HCXK","5","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=10&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto l’Asia un super profumo",,,,,,,,,"","Profumazione ottima pulizia super","https://www.amazon.it/gp/customer-reviews/R2K8QJ0DQVKJ7E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 15 September 2022","514","128","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-09-10","fiveStar","true","11",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","È l'unico prodotto davvero efficace per la muffa",,,,,,,,,"One person found this helpful","Top","https://www.amazon.it/gp/customer-reviews/R1CQUR75FQ6A4U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 10 September 2023","929","290",""
"Italy",,"2023-08-23","fiveStar","true","12",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Avendo un problema di muffa nella cantina e avendo fatto tanti piccoli lavoretti compreso prese d'aria, questo è l'unico che realmente svolge il suo lavoro potete fidarvi ciecamente",,,,,,,,,"2 people found this helpful","Ottimo","https://www.amazon.it/gp/customer-reviews/R30MQCJCQY8MO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 23 August 2023","929","290",""
"Italy",,"2023-08-16","fiveStar","true","13",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto per pulire fughe delle piastrelle in bagno. Agisce velocemente.Trovato inizialmente in negozio e poi acquistato su Amazon.Attenzione quando spruzzi perché macchia gli abiti con acido contenuto.",,,,,,,,,"","Ottimo prodotto per pulire fughe piastrelle","https://www.amazon.it/gp/customer-reviews/RWBKFEOXYMKAL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 16 August 2023","929","290",""
"Italy",,"2023-08-25","fiveStar","true","14",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Toglie la muffa e sbianca il muro in pochi minuti",,,,,,,,,"","All'altezza delle aspettative","https://www.amazon.it/gp/customer-reviews/R31MLT79J8LERS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 25 August 2023","929","290",""
"Italy",,"2023-08-03","fiveStar","true","15",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","E un ottimo prodotto lo uso anche per pulire la doccia , molto pratico, purtroppo in Italia quando un prodotto è buono lo.ritirano dal mercato ma per fortuna che amazon ne ha ancora ed ho fatto scorta",,,,,,,,,"One person found this helpful","Spettacolare","https://www.amazon.it/gp/customer-reviews/RNSY52RPILIEH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 3 August 2023","929","290",""
"Italy",,"2023-08-24","fiveStar","true","16",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Molto efficace per la mussa !",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R1EKQK1BUU4I81/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 24 August 2023","929","290",""
"Italy",,"2023-08-03","fiveStar","true","17",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ho acquistato Cif Antimuffa dopo aver acquistato diversi prodotti simili. E' di facile utilizzo. Va semplicemente spruzzato sulla parte ammuffita e, dopo pochissimo tempo, puoi utilizzare un panno asciutto per togliere tutta la muffa. Consigliato.",,,,,,,,,"One person found this helpful","Il migliore tra i vari antimuffa","https://www.amazon.it/gp/customer-reviews/R2P4PA9W1WCTCR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 3 August 2023","929","290",""
"Italy",,"2023-07-24","fiveStar","true","18",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Effettivamente è un buon prodotto. Non solo elimina le muffe, ma sbianca anche il muro.",,,,,,,,,"One person found this helpful","Funziona immediatamente","https://www.amazon.it/gp/customer-reviews/R25V1SYLLY8PV4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 24 July 2023","929","290",""
"Italy",,"2023-07-29","fiveStar","true","19",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto. Transazione valida.",,,,,,,,,"","Funziona.","https://www.amazon.it/gp/customer-reviews/RLOTDB66JCBIL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 29 July 2023","929","290",""
"Italy",,"2023-06-19","fiveStar","true","20",,,,,,,"B06X9YBY7N","5","https://www.amazon.com/product-reviews/B06X9YBY7N?reviewerType=all_reviews&pageNumber=2&asin=B06X9YBY7N&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Per me l’unico antimuffa valido sul mercato. Ho provato anche quello professionali che costano molto ma niente rimuove la muffa come cif. Io l’ho lasciato agire una mezz’oretta e non ci è voluto nemmeno molto olio di gomito. Ottimo",,,,,,,,,"2 people found this helpful","Migliore al mondo","https://www.amazon.it/gp/customer-reviews/R10CHU7NVXEDQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06X9YBY7N","Reviewed in Italy on 19 June 2023","929","290",""
